OBJECTID_1,OBJECTID,ROADWAY,BEGIN_POST,END_POST,CCTXTCLS,URBAREA,FUNCLASS,TYPEROAD,USROUTE,STROADNO,MNG_DIST_CD,CONTYDOT,AADT_2024,NOLANES_Total,MAXSPEED_Max,IsSignalized,IsInterchange,CountermeasureAbbv,CountermeasureName,CountermeasureID,CountermeasureType,LocationID,LocationStatus,CrashModificationFactor,CostScenario,CostEstimate,TotalLivesSaved,Crash_Saved_A,Crash_Saved_B,Crash_Saved_C,Crash_Saved_O,Benefit_All,Benefit_KA,CostPerLifeSaved,CrashSavings,Crash_Saved_All,CostBenefitRatio,PresentValueBenefit,PresentValueCost,NetPresentValue,CountermeasureGroup,Interchange Indicator,FDOT Managing District,FDOT County Code,Intersecting Roadway Id Milepoints,Intersecting Road Names,Entering Vehicle Daily Traffic,Avg Annual Daily Traffic - Major,Avg Annual Daily Traffic - Minor,Crash Intersection Category,Signalized Indicator,Countermeasure Service Life,Serious Injuries Saved,Intersection Status Type,ROADWAY_ORIG,BEGIN_POST_ORIG,END_POST_ORIG,LRS_SOURCE_ROW,LRS_PARENT_ID,LRS_SUB_ID,LOCATION,LRS_ROAD_NAME
50355,113309,55080000,1.532,1.552,URBAN GENERAL,TALLAHASSEE,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   20,3,LEON,33000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02521,Potential Location,0.850000024,1,14322.55295625,0.00181921857492496,0.000682206965596859,0.00382035900734241,0.0059806810650658,0.0232859977590395,4189.7776721698,,7872914.86227311,0.33951166654537,0.033951166654537,2.37268105354141,33982.8500376379,14322.55295625,32550.5947420129,,N,3,55,55080000 = 1.542|55210000 = .109,APALACHEE PKWY|E LAFAYETTE ST,17450,31000,3900,IS|U|3|D,Y,10,0.0454804716499994,On-System / On-System,55080000,1.424,1.543,5,SGNLBK-02521,1,1.542,APALACHEE PKWY
50355,113309,55210000,0.099,0.119,URBAN GENERAL,TALLAHASSEE,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   20,3,LEON,33000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02521,Potential Location,0.850000024,1,14322.55295625,0.00181921857492496,0.000682206965596859,0.00382035900734241,0.0059806810650658,0.0232859977590395,4189.7776721698,,7872914.86227311,0.33951166654537,0.033951166654537,2.37268105354141,33982.8500376379,14322.55295625,32550.5947420129,,N,3,55,55080000 = 1.542|55210000 = .109,APALACHEE PKWY|E LAFAYETTE ST,17450,31000,3900,IS|U|3|D,Y,10,0.0454804716499994,On-System / On-System,55080000,1.424,1.543,5,SGNLBK-02521,2,0.109,E LAFAYETTE ST
102797,236288,87240000,9.232000000000001,9.252,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR    9,6,MIAMI-DADE,37000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04845,Potential Location,0.850000024,1,17187.0635475,0.00183332066751612,0.000687495250318545,0.00384997340178385,0.00602704169445925,0.0234665045442063,4228.82485525551,,9374826.70218622,0.342143469575196,0.0342143469575196,1.99566130510483,34299.5576701235,17187.0635475,32867.3023744985,,N,6,87,87240000 = 9.242|87A12904 = 0,NW 110TH ST|NW 27TH AVE|STADIUM DR,39250,43000,,IS|U|3|D,Y,10,0.0458330240211869,On-System / Off-System,87240000,9.231,9.263,6,SGNLBK-04845,1,9.242,NW 110TH ST
102797,236288,87A12904,0,0.01,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR    9,6,MIAMI-DADE,37000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04845,Potential Location,0.850000024,1,17187.0635475,0.00183332066751612,0.000687495250318545,0.00384997340178385,0.00602704169445925,0.0234665045442063,4228.82485525551,,9374826.70218622,0.342143469575196,0.0342143469575196,1.99566130510483,34299.5576701235,17187.0635475,32867.3023744985,,N,6,87,87240000 = 9.242|87A12904 = 0,NW 110TH ST|NW 27TH AVE|STADIUM DR,39250,43000,,IS|U|3|D,Y,10,0.0458330240211869,On-System / Off-System,87240000,9.231,9.263,6,SGNLBK-04845,2,0,NW 27TH AVE
67850,144744,72170000,6.228000000000001,6.248,URBAN GENERAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,,SR   21,2,DUVAL,26500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01085,Potential Location,0.850000024,1,15754.808251875,0.00186093962214871,0.000697852358305765,0.00390797320651228,0.00611783900781387,0.0238200271635034,4285.86393389061,,8466050.19548348,0.347297856983502,0.0347297856983502,2.20644993810992,34762.1956922833,15754.808251875,33329.9403966583,,N,2,72,72170000 = 6.238|72291000 = .03,BLANDING BLVD|CASSAT AVE,16800,26500,7100,IS|U|3|D,Y,10,0.0465234979974773,On-System / On-System,72170000,6.22,6.301,7,SGNLBK-01085,1,6.238,BLANDING BLVD
67850,144744,72291000,0.019999999999999997,0.04,URBAN GENERAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,,SR   21,2,DUVAL,26500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01085,Potential Location,0.850000024,1,15754.808251875,0.00186093962214871,0.000697852358305765,0.00390797320651228,0.00611783900781387,0.0238200271635034,4285.86393389061,,8466050.19548348,0.347297856983502,0.0347297856983502,2.20644993810992,34762.1956922833,15754.808251875,33329.9403966583,,N,2,72,72170000 = 6.238|72291000 = .03,BLANDING BLVD|CASSAT AVE,16800,26500,7100,IS|U|3|D,Y,10,0.0465234979974773,On-System / On-System,72170000,6.22,6.301,7,SGNLBK-01085,2,0.03,CASSAT AVE
18927,34312,11040000,5.277,5.297,SUBURBAN COMMERCIAL,LEESBURG-EUSTIS-TAVARES,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   25,5,LAKE,38500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01719,Potential Location,0.850000024,1,20051.57413875,0.00190103963295113,0.000712889862356673,0.00399218322919737,0.00624966779332684,0.0243333073017744,5898.52662014646,,10547688.6389909,0.354781521499504,0.0354781521499504,2.3859640313876,47842.3346677592,20051.57413875,46410.0793721342,,N,5,11,11040000 = 5.287|11530000 = 4.927,LEE RD|MICHAEL LN|N 14TH ST|PICCIOLA RD,44800,44000,7600,IS|U|2|U,Y,10,0.047525998427938,On-System / On-System,11040000,5.285,5.295,8,SGNLBK-01719,1,5.287,LEE RD
18927,34312,11530000,4.917,4.936999999999999,SUBURBAN COMMERCIAL,LEESBURG-EUSTIS-TAVARES,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   25,5,LAKE,38500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01719,Potential Location,0.850000024,1,20051.57413875,0.00190103963295113,0.000712889862356673,0.00399218322919737,0.00624966779332684,0.0243333073017744,5898.52662014646,,10547688.6389909,0.354781521499504,0.0354781521499504,2.3859640313876,47842.3346677592,20051.57413875,46410.0793721342,,N,5,11,11040000 = 5.287|11530000 = 4.927,LEE RD|MICHAEL LN|N 14TH ST|PICCIOLA RD,44800,44000,7600,IS|U|2|U,Y,10,0.047525998427938,On-System / On-System,11040000,5.285,5.295,8,SGNLBK-01719,2,4.927,MICHAEL LN
67636,143559,72190000,10.474,10.494,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US   90,SR  212,2,DUVAL,52500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03842,Potential Location,0.850000024,1,17187.0635475,0.00190307424600778,0.000713652842252916,0.00399645591661633,0.00625635658375056,0.0243593503488995,5904.8395970399,,9031210.20294117,0.355161231161201,0.0355161231161201,2.78660391480113,47893.5385653994,17187.0635475,46461.2832697744,,N,2,72,72190000 = 10.484|72A00506 = 0,BEACH BLVD|BROUGHAM AVE,20500,41000,,IS|U|3|D,Y,10,0.0475768637624926,On-System / Off-System,72190000,10.481,10.485,9,SGNLBK-03842,1,10.484,BEACH BLVD
67636,143559,72A00506,0,0.01,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US   90,SR  212,2,DUVAL,52500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03842,Potential Location,0.850000024,1,17187.0635475,0.00190307424600778,0.000713652842252916,0.00399645591661633,0.00625635658375056,0.0243593503488995,5904.8395970399,,9031210.20294117,0.355161231161201,0.0355161231161201,2.78660391480113,47893.5385653994,17187.0635475,46461.2832697744,,N,2,72,72190000 = 10.484|72A00506 = 0,BEACH BLVD|BROUGHAM AVE,20500,41000,,IS|U|3|D,Y,10,0.0475768637624926,On-System / Off-System,72190000,10.481,10.485,9,SGNLBK-03842,2,0,BROUGHAM AVE
109433,228533,87072000,5.913,5.933,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  985,6,MIAMI-DADE,45500,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04525,Potential Location,0.850000024,1,14322.55295625,0.00190649929104395,0.00071493723414148,0.00400364851119229,0.00626761641930697,0.0244031909253625,4397.62215707567,,7512487.9529367,0.355800430191076,0.0355800430191076,2.49038387932497,35668.6549930232,14322.55295625,34236.3996973982,,N,6,87,87072000 = 5.923,SW 107TH AVE|SW 11TH ST,20250,40500,,IS|U|3|D,Y,10,0.047662489902097,On-System / Off-System,87072000,5.859,5.957,10,SGNLBK-04525,1,5.923,SW 107TH AVE
90353,205914,86190500,0.33699999999999997,0.357,SUBURBAN COMMERCIAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  823,4,BROWARD,53500,6,45,1,1,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04900,Potential Location,0.850000024,1,14322.55295625,0.00191346772915197,0.00071755039843199,0.00401828223121914,0.00629052515958711,0.0244923869331452,5937.08839182537,,7485129.08686346,0.357100914952987,0.0357100914952987,3.36218726689367,48155.1051789141,14322.55295625,46722.8498832891,,N,4,86,86190500 = .347,INTERCHANGE PARK|MARKS WAY|RED RD,28500,57000,,IS|U|3|D,Y,10,0.0478367008826714,On-System / Off-System,86190500,0.256,0.561,11,SGNLBK-04900,1,0.347,INTERCHANGE PARK
110205,266475,93004000,1.261,1.281,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  808,4,PALM BEACH,46000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04121,Potential Location,0.850000024,1,14322.55295625,0.00191973350511603,0.000719900064418511,0.00403144036074366,0.00631112389806895,0.0245725888654852,4428.14882619549,,7460698.5386674,0.358270265392279,0.0358270265392279,2.50767120459987,35916.2536247449,14322.55295625,34483.9983291199,,N,4,93,93004000 = 1.271,BOCA LAKE DR|GLADES RD,22750,45500,,IS|U|3|D,Y,10,0.047993345306836,On-System / Off-System,93004000,1.26,1.278,12,SGNLBK-04121,1,1.271,BOCA LAKE DR
82818,172966,78002900,0,0.016,SUBURBAN COMMERCIAL,ST. AUGUSTINE,URBAN PRIN ART OTHER,DIVIDED,,SR  207,2,ST. JOHNS,36500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01299,Potential Location,0.850000024,1,18619.318843125,0.00193309672823144,0.000724911273086792,0.00405950312928603,0.00635505549406087,0.0247436381213625,7270.37222793744,,9631860.92615215,0.360764176906193,0.0360764176906193,3.16709928621753,58969.2314179178,18619.318843125,57536.9761222928,,N,2,78,78002900 = .006|78051000 = 16.448|78A04562 = .008,SR-207|SR-312|WHISPERING WOODS LN,38300,34000,31500,IS|U|3|D,Y,10,0.0483274259381742,On-System / On-System,78051000,16.34,16.472,13,SGNLBK-01299,1,0.006,SR-207
82818,172966,78051000,16.438,16.458000000000002,SUBURBAN COMMERCIAL,ST. AUGUSTINE,URBAN PRIN ART OTHER,DIVIDED,,SR  207,2,ST. JOHNS,36500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01299,Potential Location,0.850000024,1,18619.318843125,0.00193309672823144,0.000724911273086792,0.00405950312928603,0.00635505549406087,0.0247436381213625,7270.37222793744,,9631860.92615215,0.360764176906193,0.0360764176906193,3.16709928621753,58969.2314179178,18619.318843125,57536.9761222928,,N,2,78,78002900 = .006|78051000 = 16.448|78A04562 = .008,SR-207|SR-312|WHISPERING WOODS LN,38300,34000,31500,IS|U|3|D,Y,10,0.0483274259381742,On-System / On-System,78051000,16.34,16.472,13,SGNLBK-01299,2,16.448,SR-312
82818,172966,78A04562,0,0.018000000000000002,SUBURBAN COMMERCIAL,ST. AUGUSTINE,URBAN PRIN ART OTHER,DIVIDED,,SR  207,2,ST. JOHNS,36500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01299,Potential Location,0.850000024,1,18619.318843125,0.00193309672823144,0.000724911273086792,0.00405950312928603,0.00635505549406087,0.0247436381213625,7270.37222793744,,9631860.92615215,0.360764176906193,0.0360764176906193,3.16709928621753,58969.2314179178,18619.318843125,57536.9761222928,,N,2,78,78002900 = .006|78051000 = 16.448|78A04562 = .008,SR-207|SR-312|WHISPERING WOODS LN,38300,34000,31500,IS|U|3|D,Y,10,0.0483274259381742,On-System / On-System,78051000,16.34,16.472,13,SGNLBK-01299,3,0.008,WHISPERING WOODS LN
80485,158655,75006001,0.019999999999999997,0.04,SUBURBAN RESIDENTIAL,ORLANDO,URBAN MINOR ART,DIVIDED,,SR  424,5,ORANGE,19600,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04296,Potential Location,0.850000024,1,17187.0635475,0.0019431002658386,0.000728662599689475,0.00408051055826106,0.00638794212394439,0.0248716834027341,4475.08519361593,,8845175.85101685,0.362631087112129,0.0362631087112129,2.11187615085262,36296.9496091536,17187.0635475,34864.6943135286,,N,5,75,75006001 = .03|75260000 = 3.479,EDGEWATER DR|GALLIHER CIR|W FAIRBANKS AVE,20900,23500,18300,IS|U|3|D,Y,10,0.0485775144183673,On-System / On-System,75260000,3.32565001228836,3.485,14,SGNLBK-04296,1,0.03,EDGEWATER DR
80485,158655,75260000,3.4690000000000003,3.489,SUBURBAN RESIDENTIAL,ORLANDO,URBAN MINOR ART,DIVIDED,,SR  424,5,ORANGE,19600,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04296,Potential Location,0.850000024,1,17187.0635475,0.0019431002658386,0.000728662599689475,0.00408051055826106,0.00638794212394439,0.0248716834027341,4475.08519361593,,8845175.85101685,0.362631087112129,0.0362631087112129,2.11187615085262,36296.9496091536,17187.0635475,34864.6943135286,,N,5,75,75006001 = .03|75260000 = 3.479,EDGEWATER DR|GALLIHER CIR|W FAIRBANKS AVE,20900,23500,18300,IS|U|3|D,Y,10,0.0485775144183673,On-System / On-System,75260000,3.32565001228836,3.485,14,SGNLBK-04296,2,3.479,GALLIHER CIR
98603,221095,87001000,4.7540000000000004,4.774,SUBURBAN COMMERCIAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR   94,6,MIAMI-DADE,68500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02939,Potential Location,0.850000024,1,17187.0635475,0.00194846456190053,0.0007306742107127,0.00409177557999112,0.00640557724724801,0.0249403463923268,6045.67621188452,,8820824.29599629,0.363632198864687,0.0363632198864687,2.85306733956039,49035.8496703212,17187.0635475,47603.5943746962,,N,6,87,87001000 = 4.764|87A01879 = .012,SW 130TH AVE|SW 132ND AVE|SW 88TH ST,33000,66000,,IS|U|3|D,Y,10,0.0487116218413728,On-System / Off-System,87001000,4.716,4.764,15,SGNLBK-02939,1,4.764,SW 130TH AVE
98603,221095,87A01879,0.002,0.022,SUBURBAN COMMERCIAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR   94,6,MIAMI-DADE,68500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02939,Potential Location,0.850000024,1,17187.0635475,0.00194846456190053,0.0007306742107127,0.00409177557999112,0.00640557724724801,0.0249403463923268,6045.67621188452,,8820824.29599629,0.363632198864687,0.0363632198864687,2.85306733956039,49035.8496703212,17187.0635475,47603.5943746962,,N,6,87,87001000 = 4.764|87A01879 = .012,SW 130TH AVE|SW 132ND AVE|SW 88TH ST,33000,66000,,IS|U|3|D,Y,10,0.0487116218413728,On-System / Off-System,87001000,4.716,4.764,15,SGNLBK-02939,2,0.012,SW 132ND AVE
68987,143543,72028000,0.022,0.042,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR   13,2,DUVAL,50500,5,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03268,Potential Location,0.850000024,1,21483.829434375,0.00195219659431658,0.000732073722868719,0.00409961284806483,0.00641784630381577,0.0249881164072523,7342.20677916022,,11004951.8050184,0.364328689414333,0.0364328689414333,2.77193943277901,59551.8739762425,21483.829434375,58119.6186806175,,N,2,72,72028000 = .032|72160000 = 6.017|72A12095 = .301,BAYMEADOWS RD|HOLLY GROVE AVE|SAN JOSE BLVD,54000,51500,20000,IS|U|3|D,Y,10,0.0488049226667022,On-System / On-System,72160000,6.013,6.03,16,SGNLBK-03268,1,0.032,BAYMEADOWS RD
68987,143543,72160000,6.007000000000001,6.027,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR   13,2,DUVAL,50500,5,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03268,Potential Location,0.850000024,1,21483.829434375,0.00195219659431658,0.000732073722868719,0.00409961284806483,0.00641784630381577,0.0249881164072523,7342.20677916022,,11004951.8050184,0.364328689414333,0.0364328689414333,2.77193943277901,59551.8739762425,21483.829434375,58119.6186806175,,N,2,72,72028000 = .032|72160000 = 6.017|72A12095 = .301,BAYMEADOWS RD|HOLLY GROVE AVE|SAN JOSE BLVD,54000,51500,20000,IS|U|3|D,Y,10,0.0488049226667022,On-System / On-System,72160000,6.013,6.03,16,SGNLBK-03268,2,6.017,HOLLY GROVE AVE
